branchCode,branchName,address1,districtId,stateId,isHub,phone1,phone2,address2,cityId
NDED,NANDED,"D.NO.1-18-227/3,NEAR STATE BANK OF INDIA,NEW MONDA MARKET.",60,6,0,,,,
ADB,ADILABAD,"D.NO.6-6-40/19/12-13, OPP NATRAJ TALKIES,BHUKTAPUR",93,10,0,,,,
ECD,ECHODA,"D.NO.4-80/1/A, MAIN ROAD,,ECHODA",93,10,0,,,,
BCM,BHADRACHALAM,"D.NO. 19-1-13/2, LAMBADI COLONY,ITDA ROAD, BHADRACHALAM - 507 111",94,10,0,,,,
KTG,KOTHAGUDEM,"D.NO.4-6-120, GAJURAJAMBASTHI,KOTHAGUDEM(T) (M) ,BHADRADRI KOTHAGUDEM (D), TELANGANA (S)",94,10,0,,,,
MNGR,MANUGURU,"D.NO.2-1-156/3, ASHOK NAGAR,MAIN ROAD, MANUGURU,KHAMMAM DUSTRICT",94,10,0,,,,
PLW,PALONCHA,"16-1-98, M.G. ROAD, NEAR MAHATMA GANDHI STATUE,paloncha",94,10,0,,,,
YDU,YELLANDU,"D.NO.4-1-5, OPP.GOVT.HOSPITAL, YELLANDU, ,PIN CODE - 507 123",94,10,0,,,,
CDNR,CHANDA NAGAR,"H.NO 2352,BHEL,OLD MIG,BESIDE NALLAGANDLA FLY OVER,SHERLINGAMPALLY (MCPLS),RANGAREDDY DISTRICT.",95,10,0,,,,
HMDP,HYDERABAD - MEDIPALLE,"PLOT NO.17, BANDI SATHAIAH COLONY, NEAR BALAJI A/C,Function Hall, Peerzadiguda, Hyderabad - 500 039",95,10,0,,,,
HAMP,HYDERABAD - AMEERPET,"D.NO.8-3-669/10/12, MPH SOCIETY,JAYAPRAKASH NAGAR,,YELLAREDDYGUDA, HYDERABAD - 73.",95,10,0,,,,
HASK,HYDERABAD - ASHOKNAGAR,"D.NO:1-10-58, GROUND FLOOR, ROAD NO.2,OPP. SBH BANK, ASHOK NAGAR, HYDERABAD",95,10,0,,,,
HYAC,HYDERABAD - AUTONAGAR,"HYDERABAD AUTONAGAR ,PLOT NO:1, BLOCK NO:1, AUTONAGAR",95,10,0,,,,
HYA,HYDERABAD - AUTONAGAR,"PLOT NO.3, BLOCK NO.3, SURVEY NO.96/1/A,AUTO NAGAR, HYDERABAD - 500 070",95,10,0,,,,
BBG,HYDERABAD - BASHEERBAGH,"D.NO.5-9-1107,ANAND TOWERS,KING KOTI ROAD, GUNFOUNDRY",95,10,0,,,,
HCRP,HYDERABAD - CHERLAPALLI,"P.NO.136, PHASE - II, I.D.A, NEAR SURANA CIRCLE,GANESH TEMPLE, CHARLAPALLI",95,10,0,,,,
DSKN,HYDERABAD - DILSUKHNAGAR,"13-23-22/2, BALAJI COMPLEX, KRISHNAVENI NAGAR,OPP.FRUIT MARKET, DILSHUKNAGAR,HYDERABAD",95,10,0,,,,
HEGD,HYDERABAD - ERRAGADDA,"7-2-1862, FATHE BAG, BESIDE VICTORY FUNCTION HALL,UNDER ERRAGADDA FLYOVER BRIDGE, SANATHNAGAR",95,10,0,,,,
HFNG,HYDERABAD - FATHENAGAR,"H.NO.7-8-134,GOUTHAMNAGAR,FEROZGUDA,,SECUNDERABAD, PIN 500011",95,10,0,,,,
HIUL,HYDERABAD - I D A UPPAL,"D.NO.2-24-113/10/A, LAKSHMI NARAYANA COLONY,,IDA UPPAL, HYDERABAD -500039",95,10,0,,,,
HIDG,HYDERABAD - I.D.A.GANDHINAGAR,"PLOT NO.21, CIE GANDHINAGAR, OPP. MASJID,BALANAGAR",95,10,0,,,,
JDM,HYDERABAD - JEEDIMETLA,"PLOT NO.41,PHASE-1,BEHIND STATE BANK OF INDIA",95,10,0,,,,
HKGT,HYDERABAD - KARMANGHAT,"DOORNO.8-8-610, SRINIVASA NAGAR,NEAR BAVARCHI HOTEL, KHARMANGHAT",95,10,0,,,,
HKTD,HYDERABAD - KATTEDAN,"D.NO.7-3-130/9.KHATEDAN,NEAR RAMACHARAN OIL INDUSTRIES,SRI RAMANAGAR",95,10,0,,,,
HKVD,HYDERABAD - KAVADIGUDA,"D.NO.1-3-183/39/9, TALLABASTI,OPP:KAVADIGUDA COMMUNITY HALL, NEAR SAIBABA TEMPLE",95,10,0,,,,
HKBG,HYDERABAD - KISHANBAGH,"H.NO.4-9-272/1/1,SHOP NO.2,3,4,GROUND FLOOR ,KRIPA RESDENCY,SIKH CHAWNI,ATHAPUR PILLAR NO.143",95,10,0,,,,
KUKP,HYDERABAD - KUKATPALLY,"NEW 5-5-35/169, OLD NO.6-57/6/1, PLOT NO.6,SURVEY NO.399,PRASANTHI NAGAR,KUKATPALLY, HYTR",95,10,0,,,,
KPHB,HYDERABAD - KUKATPALLY (H.B),"PLOT NO.141/A,SAI NAGAR, BACK SIDE JNTU,(LANDMARK CHURCH ROAD), KUKATPALLY HOUSING BOARD",95,10,0,,,,
KSGD,HYDERABAD - KUSHAIGUDA,"H.NO:1-7-43/199, PLOT NO.193,199,MAHESH NAGAR, HYDERABAD - 500 062",95,10,0,,,,
HLPT,HYDERABAD - LALAPET,"NAVATA ROAD TRANSPORT,D.NO.44-412,PLONT NO-25,,TIRUMALA NAGAR,R.T.C COLONY ROAD,MALKOJ GIRI.",95,10,0,,,,
HMLK,HYDERABAD - MALAKPET,"D.NO.16-10-274/4, OLD MALAKPET, RACE COURSE ROAD,BESIDE MAHABOOB MENSON, NEAR RELIANCE",95,10,0,,,,
MYPR,HYDERABAD - MIYAPUR,"PLOT NO.2 IN SURVEY NO.199A, BESIDE BUS BODY UNIT,miyapur, sherlingampally (m), ranga reddy (d)",95,10,0,,,,
NAC,HYDERABAD - NACHARAM,"HYDERABAD - NACHARAM,,D.NO.F-1-C, ROAD NO.9, IDA NACHARAM,",95,10,0,,,,
HNGL,HYDERABAD - NAGOLE,"12-01-486/6, PLOT NO.6, UMA MAHESWARA NILAYAM,srinivasahills,madhuranagar,bandlaguda-nagole,hytr",95,10,0,,,,
HOG,HYDERABAD - NEW OSMANGUNJ,"D.NO.5-2-200/A-74 & A-63,UNIT NO.26A & B, NEW OSMANGUNJ",95,10,0,,,,
PTCR,HYDERABAD - PATANCHERU,"PLOT NO.2-B/3, OPP ASSAM CARBONS PATANCHERI-502 31,HYDERABAD TELANGANA",95,10,0,,,,
PGT,HYDERABAD - PATHAR GATTI,"D.NO.22-7-270/25,NIZAMBAGH, DEWAN DEVIDI",95,10,0,,,,
HYRN,HYDERABAD - RAMNAGAR,"D.NO.2-1-606, B-32, F-1, ,VIDYANAGAR, HYDERABAD",95,10,0,,,,
STBNA,HYDERABAD - TARBUND,"D.NO.207, BANTIA ESTATE,SIKH ROAD, TARBUND, ,SECUNDRABAD, TELANGANA",95,10,0,,,,
STBN,HYDERABAD - TARBUND,"D.NO.207, BANTIA ESTATE,,",95,10,0,,,,
HVPN,HYDERABAD - VANASTHALIPURAM,"5-5-511/A,PLOT NO. 3,NORTH PART, SHUTTER NO2,3,PRATHYUSHA ENCLAVE,ANANTHA REDDY COMPLEX ROAD,HVPN",95,10,0,,,,
HVPS,HYDERABAD - VANASTHALIPURAM,"VANASTHALUPURAM ,,PLOT NO.22,S.F.COLONY,HYDERABAD ,",95,10,0,,,,
HYAN,HYDERABAD AUTONAGAR,"PLOT NO.1,BLOCK NO.1,AUTONAGAR,HYDERABAD-500070,",95,10,0,,,,
KOMP,KOMPALLY,"SURVEY NO.86/B, BEHIND MAHALAXMI RESIDENCY,,KOMPALLY, MEDCHAL DISTRICT, TELANGANNA-500014.",95,10,0,,,,
JTY,JAGTIAL,"DR.NO 5-4-117,GUNJ ROAD",96,10,0,,,,
KRTL,KORATLA,"H.NO.1-3-119, AILAPUR ROAD,,KORUTLA (VIL, MDL), JAGITYAL (DISTRICT)",96,10,0,,,,
MEP,METPALLI,"D.NO.1-9-50,MAIN ROAD",96,10,0,,,,
RAKL,RAIKAL,"NO.12-73,HANUMAN ROAD",96,10,0,,,,
STGP,GHANPUR STATION,"D.NO.4-124/8/1, RTC DEPOT ROAD, STATION GHANPUR,STATION GHANPUR VILLAGE, MANDAL, JANGAON(DISTRICT)",97,10,0,,,,
JNGN,JANGAON,"D.NO.2-2-129,OLD BEETU BAZAR, JANGAON",97,10,0,,,,
BPPL,BHUPALAPALLI,"H.NO.10-58, NEAR HP PETROL BUNK, MAIN ROAD,bhupalapally, warangal district",98,10,0,,,,
ETNG,ETURUNAGARAM,"ETURNAGARAM,D.NO.12-22,AKULAVARI GHANAPURAM,MAIN ROAD",98,10,0,,,,
GVRP,GOVINDARAOPET,"D.NO. 1-47/C, MARKET CENTRE,NEAR SBI BAZAR, MAIN ROADGOVINDARAOPET",98,10,0,,,,
KTRM,KATARAM,"KATARAM,D.NO 5-9,CHINTHAGANI CROSS ROAD,KATARAM",98,10,0,,,,
MLGU,MULUGU,"D.NO.6-176, GRAMAPANCHAYATHI AREA, ,MULUGU",98,10,0,,,,
GWL,GADWAL,"GUNJ MERCHANTS ASSOCIATION BLDG, NEAR WATER TANK,BEHIND TTD KALYAN MANDAP, NALLAKONTA STREET",99,10,0,,,,
IZA,IEEJA,"D.NO.1-135/17,M.R.OOFFICE ROAD,TELANGANA CHIWRASTA,IZA, GADWAL DISTRICT",99,10,0,,,,
STNR,SHANTI NAGAR,"D.NO.7-126/4, SHANTHI NAGAR, VADDEPALLE(MANDAL),jogulamba, gadwal(district), telangana- 509 126",99,10,0,,,,
BSDA,BANSWADA,"PLOT NO.1, OPP.GOVT B.C.BOYS HOSTEL,,REDDY SANGAM ROAD,CHAITANYA COLONY,BSDA-503187",100,10,0,,,,
BCKD,BICHKUNDA,"D.NO.6-17/1, MARKET ROAD,NEAR SYNDICATE BANK, near government hospital",100,10,0,,,,
KARE,KAMAREDDY - RAMAMANDIR ROAD,"D.NO.2-11-77, RAMAMANDIR ROAD,KAMAREDDY, NIZAMABAD DISTRICT, TELANGANA STATE",100,10,0,,,,
PTLM,PITLAM,"D.NO.1-88/2/11, NEAR SAI BABA TEMPLE, ,hyderabad road, pitlam",100,10,0,,,,
CPDD,CHOPPADANDI,"D.NO.1-316, VIJAYANAGAR COLONY, ,CHOPPADANDI, KARIM NAGAR",101,10,0,,,,
HBD,HUZURABAD,"13-89,VIVEKANANDANAGAR, SUPER BAZAR ROAD,huzurabad-505468",101,10,0,,,,
JMKT,JAMMIKUNTA,"H.NO.2-10-21/2,GRAIN MARKET ROAD,,JAMMI KUNTA",101,10,0,,,,
KNR,KARIMNAGAR - KRISHNA NAGAR,"H.NO.9-11/A/3, SURVEY NO.740, BOMMAKAL KRISHNA,nagar karimnagar - 505 001",101,10,0,,,,
KALR,KALLUR,"D.NO.2-234, OPPOSITE POLICE STATION MAIN ROAD,,KALLURU, KHAMMAM (DISTRICT), TELANGANA - 507 209",102,10,0,,,,
KMM,KHAMMAM,"D.NO:2-4-157/A, HARKARAVARI STREET,NEAR THREE TOWN POLICE STATION-507003",102,10,0,,,,
KMBS,KHAMMAM - MAMILLAGUDEM,"D.NO.10-2-142/143,,MAMILLAGUDEM, KHAMMAM",102,10,0,,,,
MDR,MADHIRA,"SURVEY NO. 215, ILLURU ROAD, MADHIRA,,khammam (district), telangana - 507 203",102,10,0,,,,
NKPL,NELAKONDAPALLI,"2-1/3B, BONDHULA BANDA CIRCLE, KUSUMANCHI,ROAD, NELAKONDAPALLY, KMM (DISTRICT)",102,10,0,,,,
STUP,SATHUPALLI,"D.NO.6-41/A, D.B.R.COMPLEX,VENKATESWARA TAKIES ROA,OLD BUS STAND, SATTUPALLI, KHAMMAM DISTRICT",102,10,0,,,,
TLDA,THALLADA,"D.NO.2-7, MAIN ROAD,BESIDE RTC BUS STAND SIDE, TALLADA",102,10,0,,,,
WRA,WYRA,"D.NO.6-22, POTLA KRISHNAIAH, NEAR OLD BUSTAND, ,WYRA - 507 165",102,10,0,,,,
ASBD,ASIFABAD,"D.NO.6-35, RAJAMPET,GUNDA BALLESHWAR COMPLEX",103,10,0,,,,
SKGR,SIRPUR - KAGHAZNAGAR,"D.NO.1-13/69/5, KAPUWADA, SIRIPUR- KAGHAZNAGAR,KOMARAM BHEEM(DISTRICT), TELANGANA- 504 296]",103,10,0,,,,
KSMD,KESAMUDRAM,"D.NO.4-679,MARKET ROAD, kesamudram",104,10,0,,,,
MBB,MAHABUBABAD,"OPP.SURYA THEATER NEAR KORIVI GATE,YELLAND ROAD, MAHABUBABAD",104,10,0,,,,
MRPD,MARIPEDA,"D.NO.5-5-85/5, MAHABOOBABAD MAIN ROAD,OPP.LAXMA REDDY FUNCTION HALL, MARIPEDA-506315",104,10,0,,,,
THOR,THORRUR,"D.NO.13-11, MAIN ROAD,THORRUR",104,10,0,,,,
BHTP,BHOOTHPUR,"D.NO.10-69, NH-7, KURNOOL ROAD.,",105,10,0,,,,
DKD,DEVARAKADRA,"D.NO.11-11/13, RAICHUR ROAD,,DEVARAKADRA, NALGONDA DIS",105,10,0,,,,
JCL,JADCHERLA,"D.NO:20-39,GUNJ, OPP. MARKET YARD",105,10,0,,,,
MBNR,MAHABUBNAGAR - CENTRAL LIBRARY,"D.NO.5-1-105/3, VALLABH NAGAR, PASHABOWLI,MAHABOOBNAGAR-509 001",105,10,0,,,,
MAKT,MAKHTAL,"D.NO.4-67/1, NEHRU GUNJ,MAKHTAL,,MAHABOOB NAGAR DISTRICT",105,10,0,,,,
MKL,MARIKAL,"MASHA ALLAH COMPLEX, SHOP NO.08, D.NO.-1-183/7/1,OPP.HERO SHOW ROOM,MAHABUB NAGAR ROAD,MARIKAL",105,10,0,,,,
NRNP,NARAYANPET,"D.NO.1-5-30/1,SAI VIJAYA COLONY,OPP.POLICE STATION,NARAYANPET, NARAJANA PET (DISTRICT)",105,10,0,,,,
BLPL,BELLAMPALLI,"D.NO.8-3-54, MAIN ROAD, NEW BUS STAND ROAD,,BELLAMPALLI, MANCHERIAL DISTRICT",106,10,0,,,,
CENR,CHENNUR,"D.NO.12-170,JAGANNADHA ALAYAM STREET",106,10,0,,,,
LXP,LUXETTIPET,"D.NO.5-117,MARKET YARD ROAD",106,10,0,,,,
MCYL,MANCHERIAL,"D.NO.12-835/1, IPPA SATYANARAYANA,,REDDY COLONY, MANCHERIAL",106,10,0,,,,
MMR,MANDAMARRI,"D.NO.17-82/1, SHANTHI NAGAR,,MANDAMARRI - 504 231",106,10,0,,,,
MEDK,MEDAK,"H.NO-1-9-1/I/A,VEERA HANUMAN COLONY,,OPP.CHILDREN PARK,MEDAK DIST-502 110",107,10,0,,,,
NSPR,NARSAPUR(M),"D.NO.3-44/2C, TOOPRAN ROAD, ,NARSAPUR, MEDAK DISTRICT-502213",107,10,0,,,,
RMYP,RAMAYAMPET,"H.NO.1-11-54 NARSUPALLY STREET, MEDAK MANDAL, ,medak(district), pin code 502110",107,10,0,,,,
TOPN,TOOPRAN,"13-170/5/A, TOOPRAN (VILLAGE, MANDAL),MEDAK TELANGANA",107,10,0,,,,
MDCL,MEDCHAL,"NO.13/234, UMA NAGAR,,NEAR NAVABHARATH FUNCTION HALL, MEDCHEL.",108,10,0,,,,
ACPT,ACHAMPET,"D.NO.2-52, OLD BAZAR, MASJID ROAD,ACHAMPET",109,10,0,,,,
KWKY,KALWAKURTHY,"H.NO:16-4,NEAR GRAMAPANCHAYATI,MARKET ROAD, HANUMAN NAGAR",109,10,0,,,,
NGKL,NAGARKURNOOL,"OPPOSITE GOUTAM PETROL PUMP, NEAR RTC DPOT,main road, nagarkurnool",109,10,0,,,,
CHT,CHITYALA,"D.NO.6-35, NEAR Z.P.H.SCHOOL,,VANIPAKALA ROAD",110,10,0,,,,
DVRK,DEVARAKONDA,"D.NO.9-95,GANESH NAGAR,DEVARAKONDA,NALGONDA(DISTRICT),TELANGANA-508248",110,10,0,,,,
HLI,HALIA,"4-560, NAGARJUNA SAGAR ROAD, HALIA (V),,ANUMALA (MDL), NALGONDA (DIST)",110,10,0,,,,
MRG,MIRYALAGUDA,"D.NO.6-272, OPP. CONGRESS OFFICE,NALGONDA ROAD, NEAR SOWJANYA LODGE",110,10,0,,,,
NKK,NAKREKAL,"H.NO.18-2, PANNALA GUDEM MAIN ROAD,NAKREKHAL, NALGONDA (DISTRICT)",110,10,0,,,,
NLG,NALGONDA - NATARAJ TALKI,"D.NO:5-6-208,209,210,NEAR NATARAJ TALKIES, BOTTUGUDA, NALGONDA",110,10,0,,,,
NLGT,NALGONDA - TOWER,"SHOP.NO.2 AND 3, M.R.O.COMPLEX,,OPP.B.R.AMEDKAR BHAVAN, NEAR S.P.T.MARKET.",110,10,0,,,,
NDMN,NIDAMANOOR,"BESIDE CENTRAL BANK OF INDIA,MAIN ROAD,NIDAMANOOR",110,10,0,,,,
BNSA,BHAINSA,"D.NO.3-5-130/1D,ASADBABA NAGAR",111,10,0,,,,
NRML,NIRMAL,"D.NO.7-3-48/F, SARAD MAHAL,VISHVESHWARA MARG, NIRMAL",111,10,0,,,,
ARR,ARMOOR,"D.NO.3-2-89/1,KAMALA NEHRU COLONY",112,10,0,,,,
BMGL,BHEEMGAL,"D.NO:13-33, MRO ROAD,OPP POLICE STATION",112,10,0,,,,
BODN,BODHAN,"SHOP NO.1,2GOSHALA COMPLEX,,BODHAN,NIZAMABAD DIST-503185",112,10,0,,,,
NZB,NIZAMABAD - MIRCH COMPOUND,"H.NO.7-3-45,MIRCH COMPOUND, NIZAMABAD",112,10,0,,,,
GKN,GODAVARIKHANI,"NO:16-9-258, NEAR URVASI THEATRE,FCI ROAD",113,10,0,,,,
JYN,JYOTHI NAGAR (NTPC),"D.NO.4-2-200, NEAR ANNAPURNA COLONY,,NTPC, JYOTHINAGAR, PEDDAPALLY(DIS)-505 215",113,10,0,,,,
MTNI,MANTHANI,"NEAR R T C BUS STAND RAGAVULU NAGAR LAND MARK,STO office opp DR no 2-90/4",113,10,0,,,,
PPLI,PEDDAPALLI,"H.NO.2-1-21/4, AMAR NAGAR X-ROAD,,PEDDAPALLI",113,10,0,,,,
SSL,SIRCILLA,"D.NO.12-5-27, GOPAL NAGAR, ,SIRICILLA",114,10,0,,,,
VVD,VEMULAWADA,"D.NO. 9-6-32/4A, NEAR OLD M.R.O. OFFICE,COLLEGE ROAD, vemulavada",114,10,0,,,,
AMGL,AMANGAL,"D.NO.13-116,MAIN ROAD,OPP:STATE BANK OF INDIA",115,10,0,,,,
SSBD,HYDERABAD - SHAMSHABAD,"D.NO.21-65/C, BACKSIDE OF SBI, INDIRA HOSPITAL,,KOTHWALGUDA ROAD, SHAMSHABAD, R.R.DIST.-501 218.",115,10,0,,,,
KTT,KOTHUR,"H.NO.1-54, BHAVANI NAGAR,,KOTHUR-509 228",115,10,0,,,,
SHDN,SHADNAGAR,"D.NO.6-74/3,SHUTTER NO. 1, 2 AND 3,SHAD CLUB COMPLEX, NEAR RAILWAY STATION",115,10,0,,,,
TKGD,TUKKUGUDA,"D.NO.9-02,IMAMGUDA,MAHESWARAM MANDAL,TUKKUGUDA",115,10,0,,,,
NRKD,NARAYANKHED,"SHOP NO.1,2, KATTAMAISAMMA TEMPLE ROAD, NEAR ASHOK,LODGE, NARAYANKHED - 502 286",116,10,0,,,,
SSPT,SADASIVPET,"D.NO.1-6-26/A/49, SVP GUNJ, SADASIVPET,SANGAREDDY DISTRICT, TELANGANA",116,10,0,,,,
SRD,SANGAREDDY,"D.NO.6-6-33, NEAR OLD BUS STAND,GUNJ MAIDAN",116,10,0,,,,
ZHB,ZAHEERABAD,"D.NO.2-3-222,BHAVANI MANDHIR ROAD,ZAHEERABAD",116,10,0,,,,
CERL,CHERIAL,"21-23,OPP CHURCH, MAIN ROAD, CHERIAL, ,cherial mandal, cherial post-506223",117,10,0,,,,
GAJL,GAJWEL,"H.NO.12-113/4, MANJEERA SCHOOL BACKSIDE, ,TOPRAN ROAD, GAJWEL, SIDDIPET DISTRICT",117,10,0,,,,
HUS,HUSNABAD,"D.NO.11-35/1/1,AKKANNAPET ROAD, HUSAMABAD - 505 467",117,10,0,,,,
SDP,SIDDIPET,"D.NO:10-1-217, MANGAMMA THOTA,NEAR S.B.I. MAIN BRANCH",117,10,0,,,,
HZN,HUZURNAGAR,"D.NO.1-112B, BEHIND VIJAYA LAKSHMI TALKIES,MAIN ROAD",118,10,0,,,,
KDD,KODADA,"D.NO.11-134, OPP.MARKET YARD,kodada",118,10,0,,,,
NRCA,NEREDUCHERLA,"D.NO.10-4, JANPAD ROAD, ,NEREDUCHERLA",118,10,0,,,,
SRPT,SURYAPET,"D.NO.1-8-64/7/3/2/B, BYPASS SERVICE ROAD, ,SURYAPET.",118,10,0,,,,
TTMG,THONDATIRUMALAGIRI,"7-155/7, MOTHKUR ROAD, OPP.VENNELA HOSPITAL,TTMG",118,10,0,,,,
PARG,PARIGI,"D.NO.11-50, BALAJI NAGAR, OPP.SRI VENKATESWARA,DEGREE COLLEGE, KODANGAL ROAD, PARIGI,VIKARABAD(D)",119,10,0,,,,
TDR,TANDUR,"D.NO.5-3-67/1 AND 2, GANDHI CHOWK,JAMA MASJID ROAD",119,10,0,,,,
VKRB,VIKARABAD,"WARD NO.6, CHANDRA BHAVAN COLONY, BESIDE SBI BANK,,ALAMPALLY ROAD, VIKARABAD-501 101",119,10,0,,,,
AMKR,ATMAKUR (M),"D.NO.23-47, NEAR HIGHTECH THEATRE,BUSSTAND ROAD, ATMAKUR, MAHABUBNAGAR (DIS)",120,10,0,,,,
KTA,KOTHAKOTA (M),"H.NO-23-1/5/A/1,YARAMALA KRISHNAIAH THOTA,NEAR BHARAT GAS,OPP BHAVANI CHIKEN CENTER",120,10,0,,,,
PEB,PEBBAIR,"D.NO.5-41/R,,pebbair",120,10,0,,,,
WPT,WANAPARTHY,"D.NO:8-18-64,HIGH SCHOOL ROAD",120,10,0,,,,
NAP,NARSAMPET,"D.NO:8-113, BEHIND POLICE STATION,POST OFFICE ROAD",121,10,0,,,,
NKND,NEKKONDA,"D.NO.8-179, NEAR Y.S.R.CENTER,NEKKONDA",121,10,0,,,,
PRKL,PARKAL,"H.NO.8-213/2A, NEAR DR. M R REDDY DEGREE COLLEGE,,BPPL ROAD, PARKAL-506 164.",121,10,0,,,,
HMK,HANAMKONDA,"D.NO.7-1-360/2, PADMAKSHI TEMPLE ROAD,,HANUMAKONDA-506001, WARANGAL DISTRICT.",122,10,0,,,,
KHZP,KAZIPET (W),"D.NO.1-2-34,MAIN ROAD,NEAR OVER BRIDGE",122,10,0,,,,
WGL,WARANGAL - U.BRIDGE ROAD,"D.NO.8-5-15, 8-5-17,UNDER BRIDGE ROAD",122,10,0,,,,
BNGR,BHONGIR,"H.NO:1-1-200/1,TAGORE ROAD,,OLD BUS STAND, BHONGIR",123,10,0,,,,
CTPL,CHOUTUPPAL,"D.NO.5-412, MAIN ROAD,CHOUTUPPAL, NALAGONDA DIST.",123,10,0,,,,
MTKR,MOTHKUR,"D.NO.108, NEAR GANDHI STATUE,NEAR OLD BUS STAND,MOTHKUR-503277",123,10,0,,,,
RMNT,RAMANNAPETA,"D.NO.1-161, MAIN ROAD,NEAR SBH",123,10,0,,,,
ADN,ADONI,"NO.21/147, 1ST ROAD,SKD COLONY, ADONI",6,1,0,,,,
KDMR,KODUMUR,"D.NO.18-201B,NEAR M.D.O.OFFICE,,YEMMIGANUR ROAD, KODUMURU",6,1,0,,,,
KRBC,KURNOOL - BELLARY CHOWRASTA,"D.NO.51-12-12C, TILAK NAGAR,BELLARY ROAD, KURNOOL-518 003",6,1,0,,,,
KRCC,KURNOOL - C - CAMP AREA,"D.NO.50-109/3, C CAMP AREA,BESIDE TTD KALYANA MANDAPAM, KURNOOL",6,1,0,,,,
KRRT,KURNOOL - RAJ THEATRE AREA,"H.NO.40-319/2,RAJ THEATRE (OPP street)",6,1,0,,,,
KRVB,KURNOOL - VENKANNA BAVI,"SURVEY.NO.294/1A, N.H-7,NEAR VENKANNA BAAVI,DINNEDEVARAPADU VILLAGE, KURNOOL - 518002",6,1,0,,,,
PTKD,PATTIKONDA,"D.NO.20-120B, VANNAPPA COMPLEX, ADONI ROAD,PATTIKONDA",6,1,0,,,,
EMG,YEMMIGANUR,"D.NO.5/380, MANTRALAYAM ROAD,OPP.SPDCL OFFICE,SUB STATION YEMMIGANURU - 518360",6,1,0,,,,
AGA,ALLAGADDA,"D.NO.7-8-81,T.B.ROAD,ALLAGADDA",7,1,0,,,,
ATKR,ATMAKUR(K),"D.NO:2-91-3/3, SRI VIJAYA LAKSHMI NILAYAM,NEAR OLD NAMAJ KATTA, DUDYALA ROAD",7,1,0,,,,
BNPL,BANAGANAPALLE,"SURVEY NO.189/2, KAREEM BAGH,,BANAGANAPALLE.",7,1,0,,,,
CHMR,CHAGALAMARRI,"SURVEY NO.1127/2, SRINIVASA NAGAR,CHAKRAPANI THEATER, CHAGALAMARRI",7,1,0,,,,
DNE,DHONE,"D.NO.9-7-3-23, OPPSRI RANGA FUNCTION HALL, KOTHA,Peta, Dhone - 518 222",7,1,0,,,,
KOLK,KOILKUNTLA,"D.NO.10-461/1, SEETHA RAMA NAGAR, ,KOILKUNTLA",7,1,0,,,,
NDKR,NANDIKOTKUR,"D.NO.11-668, OPP. BALA VENKATA RAMANA WARE HOUSE,,NANDYALA ROAD, NANDIKOTKURU.",7,1,0,,,,
NDL,NANDYAL - BALAJI COMPLEX,"PLOT NO.506, PADMAVATHI NAGAR,INDIAN BANK BACK SIDE, NANDYALA, KURNOOL (D), A.P",7,1,0,,,,
NPND,NANDYAL - NOONEPALLI,"D.NO.30/294/1, BENNY COMPLEX NEAR SBI, K.C.ROAD,,NOONEPALLE NANDYAL - 518 502",7,1,0,,,,
SRVL,SIRVEL,"1-352, OPP.SRI VASAVI KANYAKA PARAMESWARI TEMPLE,SIRIVELLA",7,1,0,,,,
VGD,VELGODE,"D.NO.20-15/2, OPP.ZP HIGH SCHOOL,MAIN ROAD, VELUGODU",7,1,0,,,,
SLVS,SILVASSA,"SHOP NO-3,NEAR-AARTI STEEL,VAPI-SILVASSA MAIN ROAD,LAVACCHA,,PIPARIYA,VAPI(TALUKA),VALSAD(DISTRICT),GUJARAT-396193",26,2,0,,,,
AHSP,AHMEDABAD - SARANGPUR,"GODOWN NO.5, JAMNAGAR WARE HOUSE, ,BEHIND MEGH DOOT HOTEL, SARANGPUR, AHMEDABAD.",27,3,0,,,,
AHSJ,AHMEDABAD - SARKHEJ,"B/2, KARGIL ESTATE, OPP. BHARATH ESTATE,,NEAR UJALA CIRCLE, S.G.HIGH WAY SARKHEJ",27,3,0,,,,
ANKL,ANKLESHWAR,"PLOT-127/2/A/2, GIDC,ANKALESHWAR,BHARUCH (DISTRICT)-393 002",28,3,0,,,,
SRTS,SURAT - SAROLI,"GODOWN NO.B-14, B-19, TRANSPORT NAGAR,NEAR LAND MARK MARKET, KADODARA ROAD, SURAT",29,3,0,,,,
VDDR,VADODARA,"AJAY NAGAR,VADASAR ROAD,BESIDE TULASI SUPER MARKET,OPP.PUBLIC WEIGH BRIDGE,MAKARPURA,GIDC,VADODARA.",30,3,0,,,,
VDDS,VADODARA - DASHRATH,"HARIBHAI,PATELCOMPOUND,BELOW CHANNI BRIDGE,NEAR GODAMA PUMP,NEAR GSFC CHANNI DASHRATH.",30,3,0,,,,
SGAM,SARIGAM,"PLOT 1/B, 1/B (SHOP -1), 1/B,G.I.D.C, SARIGAM, ,GUJARAT - 396 155",26,3,0,,,,
VAPI,VAPI,"SHOP NO.2, PLOT NO.381/2,MARUTI INDUSTRY,B/H PADAM,PLASTICS,2ND PHASE,LIC SECTOR,G.I.D.C.,VAPI-396195",26,3,0,,,,
