value
515004
515001
515671
515232
515801
515401
515201
515133
515761
515871
515591
515301
515511
515425
515110
515775
515134
515865
515411
515812
517327
517370
517101
517002
517001
517297
517236
517644
517234
517113
517425
517390
517325
517589
517590
517581
517112
517247
517214
517408
517583
517417
517520
517588
517507
517501
517502
517506
517424
517299
533214
533201
533342
533240
533341
533236
533445
533435
533007
533005
533289
533106
533253
533308
533437
533450
533125
533101
533621
533238
533440
533287
533249
533103
533401
533429
522409
522001
522002
522101
522256
522212
522616
522309
522414
522003
522415
522410
522426
522503
522601
522413
522124
522019
522265
522403
522201
522647
516227
516003
516001
516434
516203
516247
516172
516361
516390
516193
516269
516115
516101
516329
516309
521126
521301
521101
521105
521175
521136
521333
521151
521228
521180
521001
521230
521185
521212
521201
521366
521157
521235
521165
520007
521225
520008
520003
520002
520010
520001
520006
520004
520012
518301
518543
518422
518124
518553
518222
518360
518464
518134
518003
518002
518001
518401
518501
518503
518380
518563
518533
524322
524305
524101
524224
524411
524137
524201
524004
524001
524002
524126
524345
524121
524401
524226
524132
524228
523201
523333
523226
523155
523331
523247
523357
523257
523105
523230
523212
523316
523301
523001
523108
523169
523240
523101
523274
523326
523186
523327
532185
532220
532459
532312
532195
532455
532421
532440
532221
532168
532407
532125
532001
532284
532201
531083
531001
531011
531036
530027
530012
530026
530046
531027
531116
531020
531162
530007
530016
530001
530017
530020
530013
531055
535558
535128
531270
531183
535502
535579
531145
532591
535001
534202
534201
534460
534112
534313
534001
534198
534342
534447
534350
534240
534301
534407
534275
534320
534260
534315
534211
534341
534102
396193
380028
382210
380001
393002
395002
390006
390024
396155
396195
587201
587101
587116
587125
590004
590008
591237
583102
583101
583212
583201
583219
583132
583134
583116
583121
560076
560099
560018
560024
560027
560082
560002
560079
560016
560053
560058
560044
560064
560001
560026
560022
561203
562111
562112
562114
562159
585401
586101
577101
577228
577522
577501
577598
575001
577001
583131
580008
580030
580028
580020
582102
582114
582209
573201
581106
581110
581115
585102
585215
585216
585223
585224
585201
561207
562101
563125
561208
563122
563101
563131
583227
583231
583229
584121
584130
571401
570021
584111
584122
584125
584123
584124
584101
584128
584129
562109
577301
577401
577201
561202
572137
572201
572101
576201
576101
581314
581320
581303
581401
452003
454774
416119
416005
411028
440008
440023
431605
410501
411044
412308
411002
412207
416416
415110
415004
413002
421302
761200
760003
751016
765001
605005
600052
600056
600043
600049
600098
600001
600112
600032
600021
600110
600035
600096
600087
641103
641006
641030
641005
641004
641001
641601
641602
607302
607106
636701
642001
638001
638052
631501
603209
602105
639002
635104
635109
635001
625219
625009
625001
638183
637402
637211
637502
637101
636501
636001
636009
636006
636308
627756
627358
601201
601204
631209
602001
602026
600058
632301
606601
620010
620008
628502
631001
632602
635810
632404
635601
632004
604001
605602
626117
626189
626123
626001
504001
504307
507111
507101
507117
507115
507123
500029
500050
500660
500073
500020
500051
500018
500054
500013
500008
500035
500077
500080
500047
500039
500036
500012
500074
500070
500048
500855
500014
500072
500762
500037
500049
500076
500002
502379
500003
505327
505326
505325
505460
506175
506143
506169
506165
506344
506348
506343
509125
509127
509144
503306
503187
503111
503310
505415
505468
505122
505001
507209
507001
507003
507203
507160
507303
507167
507165
504293
504296
506112
506101
506315
506163
509382
509204
509301
509208
509001
509351
509210
504251
504201
504215
504208
504231
502110
502313
502101
502334
501401
509375
509324
509209
508114
508248
508202
508207
508278
508211
508001
508002
504103
504106
503224
503307
503185
503001
505209
505215
505184
505172
505301
505302
509321
509228
509216
509218
501359
502286
502001
502291
502220
506223
502278
505467
502103
508204
508206
508219
508213
508223
501501
501141
501101
509131
509381
509104
509103
506132
506122
506164
506001
506003
506002
508116
508252
508277
508113
600118
600064
641011
522501
500017
600023
625020
577002
600095
600044
600062
577004
582103
627001
500062
600099
523002
530004
533107
530041
516360
500089
509339
5871001
573115
5900001
570004
587001
585101
571128
591307
560097
563132
577230
571425
577215
577542
500016
584103
577545
506006
500078
509371
523167
505307
577213
577006
573103
523368
522508
500083
580007
577536
577544
500005
577523
583104
590016
560038
577245
577233
577115
562132
585214
563102
563130
509130
585402
581118
572123
583113
583135
572216
577202
533296
524003
502032
506302
562123
560056
515787
516289
522017
523279
515405
572130
562125
410507
673639
500028
502319
52241
531028
532405
531126
532005
501505
571313
590010
530040
534101
533003
534002
530022
500055
533001
502325
521190
508355
534146
535003
535501
515455
532222
517328
515281
522214
534005
517269
516484
523315
532213
516002
323654
530048
535591
518004
530009
530003
516214
534329
516104
532402
522007
533124
534452
500026
500007
51201
518122
522006
562162
560083
421101
600067
562106
600042
632009
641402
600055
641604
641016
560067
641023
523272
641664
560048
560055
560059
560100
580025
624005
560300
576102
560062
562149
521107
530008
638004
601206
535004
533105
533016
636004
625012
531173
575006
641606
641062
601101
601103
580011
410506
521108
620005
441122
631502
400066
631604
641603
580026
560066
620004
603112
521104
600124
600092
628002
560023
530018
600004
560035
641015
521121
522304
521163
533431
521325
533344
524366
515465
508377
534134
524314
522111
518463
534269
534216
533234
534330
518112
534111
521215
521256
521139
533222
518510
518583
518395
535281
522004
530011
516504
521137
535002
524310
530045
533294
533262
530002
533102
518502
530015
534302
522005
533004
532322
515721
520013
515005
535145
530047
534242
522020
521456
522009
522617
522235
523265
523157
521102
521135
517124
530052
535183
533126
531035
531118
533462
521324
534312
534449
531144
533432
533407
533406
534230
534199
533464
532263
631701
517642
531019
524323
517646
531127
509102
500011
530014
518010
507116
533215
502301
524421
509201
507128
504310
535204
517351
524245
508245
502271
509101
509385
501506
509340
509308
501503
503122
506167
508242
502270
503114
505473
508115
508254
503108
508255
504203
507211
508101
502296
509223
585104
570002
521403
507120
572001
508250
507208
518216
580029
509126
518465
518313
506252
522614
522421
506356
507136
502281
501203
503145
503120
505152
500059
515408
521402
532484
509114
507166
607003
508246
509327
504304
534448
508244
507124
500084
500081
500032
500091
501218
500090
500019
500004
500064
500082
500045
500015
500065
500409
500085
500001
501323
500044
500060
500068
500079
500086
503003
506005
505305
503002
583103
507002
504206
585403
580218
504128
517003
585202
517192
524102
695034
530031
524005
505002
517640
670353
695316
505455
532474
676505
506172
502114
505416
505201
504205
530111
502108
560086
560047
502279
505503
505304
516150
571443
621215
522308
534200
507301
534281
506370
520015
600107
412105
533255
531077
522529
518221
600009
534239
560007
560095
534247
506321
503186
503124
520011
522401
502267
523262
560042
506331
586217
586212
577427
581402
581343
580023
587102
587301
583123
580001
583203
582101
577527
574202
575008
573116
585302
590003
570024
580031
581301
587114
591304
500052
532127
500097
533235
502109
533247
500034
515435
504302
518006
505504
535215
500100
502295
506381
534003
516162
502300
534218
501510
506011
509338
503230
517587
518468
522437
517551
504204
509412
505187
533212
522646
509320
535463
501301
535006
500098
534197
509312
521329
535005
533232
502269
503206
500087
524127
500023
509120
531113
534235
506342
503308
517004
533286
500040
506009
500095
506222
505403
563114
534340
504209
515341
500053
515672
506145
515765
505462
504311
531031
506244
524402
533211
534006
534426
505401
508253
534450
534243
534126
515766
572202
531024
500058
534425
505531
533447
524413
572116
500043
508126
515842
