value
533002
517126
560112
515581
500010
522402
503123
517569
515122
518218
500030
504125
522549
504295
504272
506144
506391
518344
503311
507122
507159
506168
509135
521229
518452
504104
503132
502247
506135
506365
504306
509401
515231
5170001
518102
517526
641012
620018
641007
641002
508203
502336
575007
575003
576105
575005
575002
577005
575004
576213
584115
584120
506371
508217
504323
5053001
501106
501508
504109
508224
506116
508218
503245
505445
507306
507168
585310
503207
505425
507204
507133
509202
504110
585327
