branchId,consignorId,ratePerKg,ratePerBox,boxType
120,37,10.32,,
120,30,10.32,,
120,49,6,,
120,42,3.31,,
120,62,8.32,,
120,67,7,,
120,68,7,,
121,28,10.32,,
121,37,10.32,,
121,30,10.32,,
121,49,6,,
121,42,3.31,,
121,62,8.32,,
121,67,7,,
121,68,7,,
122,28,10.32,,
122,37,10.32,,
122,30,10.32,,
122,49,6,,
122,42,3.31,,
122,36,9,,
122,62,8.32,,
122,67,7,,
122,68,7,,
123,28,10.32,,
123,37,10.32,,
123,30,10.32,,
123,49,6,,
123,42,3.31,,
123,62,8.32,,
123,67,7,,
123,68,7,,
448,28,13.14,,
448,37,13.14,,
448,30,13.14,,
448,42,6.68,,
448,62,10.78,,
448,67,7,,
448,68,7,,
449,28,13.14,,
449,37,13.14,,
449,30,13.14,,
449,49,6,,
449,42,6.68,,
449,62,10.78,,
449,67,7,,
449,68,7,,
450,28,13.14,,
450,37,13.14,,
450,30,13.14,,
450,42,6.68,,
450,62,10.78,,
450,67,7,,
450,68,7,,
451,28,13.14,,
451,37,13.14,,
451,30,13.14,,
451,42,6.68,,
451,62,10.78,,
451,67,7,,
451,68,7,,
452,28,13.14,,
452,37,13.14,,
452,30,13.14,,
452,42,6.68,,
452,62,10.78,,
452,67,7,,
452,68,7,,
453,28,13.14,,
453,37,13.14,,
453,30,13.14,,
453,49,6,,
453,42,6.68,,
453,62,10.78,,
453,67,7,,
453,68,7,,
454,28,12.64,,
454,37,12.64,,
454,30,12.64,,
454,42,6.21,,
454,62,10.36,,
454,67,7,,
454,68,7,,
124,28,12.46,,
124,37,12.46,,
124,30,12.46,,
124,42,4.19,,
124,62,10.17,,
124,67,7,,
124,68,7,,
125,42,3.88,,
125,62,10.4,,
125,67,7,,
125,68,7,,
455,28,10.87,,
455,37,10.87,,
455,30,10.87,,
455,42,5.54,,
455,62,8.84,,
455,67,7,,
455,68,7,,
456,28,13.48,,
456,37,13.48,,
456,30,13.48,,
456,42,6.32,,
456,62,11.02,,
456,67,7,,
456,68,7,,
642,42,6.06,,
457,28,12.07,,
457,37,12.07,,
457,30,12.07,,
457,42,5.7,,
457,62,9.88,,
457,67,7,,
457,68,7,,
458,42,5.9,,
458,62,10.07,,
458,67,7,,
458,68,7,,
126,28,10.03,,
126,37,10.03,,
126,30,10.03,,
126,55,9.17,,
126,42,3.31,,
126,62,8.13,,
126,67,7,,
126,68,7,,
127,28,11.11,,
127,37,11.11,,
127,30,11.11,,
127,42,3.31,,
127,36,9,,
127,62,8.99,,
127,67,7,,
127,68,7,,
128,28,9.92,,
128,37,9.92,,
128,30,9.92,,
128,42,3.31,,
128,36,9,,
128,62,8.09,,
128,67,7,,
128,68,7,,
459,28,12.58,,
459,37,12.58,,
459,30,12.58,,
459,42,6.16,,
459,62,10.26,,
459,67,7,,
459,68,7,,
460,28,10.93,,
460,37,10.93,,
460,30,10.93,,
460,42,4.76,,
460,62,8.89,,
460,67,7,,
460,68,7,,
90,28,9.63,,
90,37,9.63,,
90,30,9.63,,
90,42,4.92,,
90,62,7.85,,
90,67,7,,
90,68,7,,
461,28,10.25,,
461,37,10.25,,
461,30,10.25,,
461,42,4.61,,
461,62,8.37,,
461,67,7,,
461,68,7,,
462,28,14.27,,
462,37,14.27,,
462,30,14.27,,
462,49,6,,
462,42,6.68,,
462,62,11.68,,
462,67,7,,
462,68,7,,
463,42,6.89,,
463,62,11.87,,
463,67,7,,
463,68,7,,
464,28,14.27,,
464,37,14.27,,
464,30,14.27,,
464,49,6,,
464,42,6.68,,
464,62,11.68,,
464,40,13.77,,
464,67,7,,
464,68,7,,
465,28,11.9,,
465,37,11.9,,
465,30,11.9,,
465,42,5.54,,
465,62,9.74,,
465,67,7,,
465,68,7,,
466,28,12.01,,
466,37,12.01,,
466,30,12.01,,
466,42,5.64,,
466,24,10.67,,
466,24,10.67,,
466,62,9.79,,
466,67,7,,
466,68,7,,
467,28,11.83,,
467,37,11.83,,
467,30,11.83,,
467,42,5.49,,
467,62,9.69,,
467,67,7,,
467,68,7,,
468,42,5.13,,
468,62,9.32,,
468,67,7,,
468,68,7,,
469,28,11.78,,
469,37,11.78,,
469,30,11.78,,
469,42,5.44,,
469,62,9.65,,
469,67,7,,
469,68,7,,
470,28,11.61,,
470,37,11.61,,
470,30,11.61,,
470,42,5.28,,
470,62,9.51,,
470,67,7,,
470,68,7,,
471,28,11.28,,
471,37,11.28,,
471,30,11.28,,
471,42,4.97,,
471,62,9.22,,
471,67,7,,
471,68,7,,
472,28,11.28,,
472,37,11.28,,
472,30,11.28,,
472,42,4.97,,
472,62,9.22,,
472,67,7,,
472,68,7,,
473,28,11.28,,
473,37,11.28,,
473,30,11.28,,
473,42,4.97,,
473,62,9.22,,
473,67,7,,
473,68,7,,
474,28,11.28,,
474,37,11.28,,
474,30,11.28,,
474,42,4.97,,
474,62,9.22,,
474,67,7,,
474,68,7,,
475,42,7.73,,
475,67,7,,
475,68,7,,
643,42,8.04,,
476,49,7,,
476,42,7.99,,
476,62,13.38,,
476,67,7,,
476,68,7,,
644,42,3.31,,
129,28,10.14,,
129,37,10.14,,
129,30,10.14,,
129,42,3.31,,
129,62,8.23,,
129,67,7,,
129,68,7,,
130,28,10.48,,
130,37,10.48,,
130,30,10.48,,
130,42,3.31,,
130,62,8.51,,
130,67,7,,
130,68,7,,
131,28,9.29,,
131,37,9.29,,
131,30,9.29,,
131,42,3.31,,
131,62,7.57,,
131,67,7,,
131,68,7,,
132,28,9.69,,
132,37,9.69,,
132,30,9.69,,
132,42,3.31,,
132,36,9,,
132,62,7.85,,
132,67,7,,
132,68,7,,
514,28,9.47,,
514,37,9.47,,
514,30,9.47,,
514,42,3.31,,
514,62,7.66,,
514,67,7,,
514,68,7,,
133,49,6,,
133,42,3.31,,
133,62,8.32,,
133,67,7,,
133,68,7,,
134,28,9.87,,
134,37,9.87,,
134,30,9.87,,
134,42,3.31,,
134,62,7.99,,
134,67,7,,
134,68,7,,
135,28,12.8,,
135,37,12.8,,
135,30,12.8,,
135,42,3.78,,
135,62,10.36,,
135,67,7,,
135,68,7,,
477,28,13.14,,
477,37,13.14,,
477,30,13.14,,
477,49,6,,
477,42,5.23,,
477,62,10.73,,
477,67,7,,
477,68,7,,
478,28,13.14,,
478,37,13.14,,
478,30,13.14,,
478,49,6,,
478,42,5.23,,
478,62,10.73,,
478,67,7,,
478,68,7,,
479,28,15.51,,
479,37,15.51,,
479,30,15.51,,
479,42,7.32,,
479,62,12.77,,
479,67,7,,
479,68,7,,
136,28,9.47,,
136,37,9.47,,
136,30,9.47,,
136,42,3.31,,
136,62,7.71,,
136,67,7,,
136,68,7,,
137,28,9.57,,
137,37,9.57,,
137,30,9.57,,
137,42,3.42,,
137,62,7.71,,
137,67,7,,
137,68,7,,
138,28,9.69,,
138,37,9.69,,
138,30,9.69,,
138,42,3.68,,
138,62,7.85,,
138,67,7,,
138,68,7,,
139,28,9.51,,
139,37,9.51,,
139,30,9.51,,
139,42,3.31,,
139,62,7.71,,
139,67,7,,
139,68,7,,
480,28,10.42,,
480,37,10.42,,
480,30,10.42,,
480,42,4.04,,
480,62,8.47,,
480,67,7,,
480,68,7,,
140,28,9.41,,
140,37,9.41,,
140,30,9.41,,
140,42,3.31,,
140,62,7.62,,
140,67,7,,
140,68,7,,
141,28,12.01,,
141,37,12.01,,
141,30,12.01,,
141,42,3.31,,
141,62,9.74,,
141,67,7,,
141,68,7,,
142,28,12.58,,
142,37,12.58,,
142,30,12.58,,
142,42,3.57,,
142,62,10.21,,
142,67,7,,
142,68,7,,
645,42,8.03,,
481,28,15.58,,
481,37,15.58,,
481,30,15.58,,
481,42,7.42,,
481,62,12.81,,
481,67,7,,
481,68,7,,
482,28,15.12,,
482,37,15.12,,
482,30,15.12,,
482,42,7.51,,
482,62,12.43,,
482,67,7,,
482,68,7,,
483,28,15.12,,
483,37,15.12,,
483,30,15.12,,
483,42,7.51,,
483,62,12.43,,
483,67,7,,
483,68,7,,
484,28,14.89,,
484,37,14.89,,
484,30,14.89,,
484,49,6,,
484,42,6.8,,
484,62,12.25,,
484,67,7,,
484,68,7,,
183,28,6.18,,
183,37,6.18,,
183,30,6.18,,
183,55,4,,
183,5,3.6,,
183,3,5.37,,
183,63,3.1,,
183,21,7.19,,
183,18,4,,
183,61,4.87,,
183,11,4.42,,
183,7,4.42,,
183,17,4.77,,
183,24,3.3,,
183,24,3.3,,
183,62,3.65,,
183,57,4.87,,
183,67,7,,
183,68,7,,
184,28,5.78,,
184,37,5.78,,
184,30,5.78,,
184,55,4,,
184,5,3.6,,
184,3,5,,
184,63,3.1,,
184,18,4,,
184,61,4.5,,
184,17,4.4,,
184,24,3.3,,
184,24,3.3,,
184,62,3.32,,
184,57,4.5,,
184,67,7,,
184,68,7,,
185,28,6.52,,
185,37,6.52,,
185,30,6.52,,
185,55,4,,
185,56,6,,
185,5,3.6,,
185,3,5.68,,
185,63,3.1,,
185,21,7.71,,
185,20,8,,
185,61,5.18,,
185,17,5.08,,
185,24,3.3,,
185,24,3.3,,
185,62,4.78,,
185,57,5.18,,
185,67,7,,
185,68,7,,
186,28,6.01,,
186,37,6.01,,
186,30,6.01,,
186,55,4,,
186,56,6,,
186,5,3.6,,
186,3,5.21,,
186,63,3.1,,
186,21,6.92,,
186,61,4.71,,
186,11,4.27,,
186,7,4.27,,
186,17,4.61,,
186,24,3.3,,
186,24,3.3,,
186,62,4.35,,
186,57,4.71,,
186,67,7,,
186,68,7,,
187,28,7.09,,
187,37,7.09,,
187,30,7.09,,
187,5,3.6,,
187,3,6.2,,
187,63,3.1,,
187,11,5.23,,
187,7,5.23,,
187,17,5.6,,
187,24,3.3,,
187,24,3.3,,
187,62,5.25,,
187,57,5.7,,
187,67,7,,
187,68,7,,
188,28,6.18,,
188,37,6.18,,
188,30,6.18,,
188,55,4,,
188,5,3.6,,
188,3,5.37,,
188,63,3.1,,
188,20,8,,
188,11,4.42,,
188,7,4.42,,
188,17,4.77,,
188,24,3.3,,
188,24,3.3,,
188,62,4.5,,
188,57,4.87,,
188,67,7,,
188,68,7,,
189,28,5.94,,
189,37,5.94,,
189,30,5.94,,
189,55,4,,
189,5,3.6,,
189,3,5.16,,
189,63,3.1,,
189,20,8,,
189,61,4.66,,
189,17,4.56,,
189,24,3.3,,
189,24,3.3,,
189,62,4.31,,
189,57,4.66,,
189,67,7,,
189,68,7,,
190,28,4.15,,
190,37,4.15,,
190,30,4.15,,
190,55,3.5,,
190,5,3.6,,
190,3,3.81,,
190,60,4,,
190,21,4.55,,
190,18,4,,
190,20,6,,
190,49,7,,
190,31,7,,
190,17,3.21,,
190,24,3.3,,
190,24,3.3,,
190,62,2.65,,
190,57,3.31,,
190,67,7,,
190,68,7,,
191,28,4.15,,
191,37,4.15,,
191,30,4.15,,
191,55,3.5,,
191,56,4,,
191,5,3.6,,
191,3,3.81,,
191,21,4.55,,
191,18,4,,
191,20,6,,
191,49,7,,
191,31,7,,
191,17,3.21,,
191,41,7.5,,
191,24,3.3,,
191,24,3.3,,
191,62,2.65,,
191,57,3.31,,
191,67,7,,
191,68,7,,
192,28,4.15,,
192,37,4.15,,
192,30,4.15,,
192,55,3.5,,
192,56,4,,
192,5,3.6,,
192,3,3.81,,
192,21,4.55,,
192,6,3.5,,
192,18,4,,
192,20,6,,
192,31,7,,
192,17,3.21,,
192,41,7.5,,
192,24,3.3,,
192,24,3.3,,
192,62,2.65,,
192,57,3.31,,
192,67,7,,
192,68,7,,
193,28,4.15,,
193,37,4.15,,
193,30,4.15,,
193,55,3.5,,
193,56,4,,
193,5,3.6,,
193,3,3.81,,
193,18,4,,
193,20,6,,
193,31,7,,
193,17,3.21,,
193,24,3.3,,
193,24,3.3,,
193,62,2.65,,
193,57,3.31,,
193,67,7,,
193,68,7,,
194,55,3.5,,
194,56,4,,
194,5,3.6,,
194,3,3.81,,
194,31,7,,
194,17,3.21,,
194,24,3.3,,
194,24,3.3,,
194,62,2.65,,
194,57,3.31,,
194,67,7,,
194,68,7,,
195,28,4.15,,
195,37,4.15,,
195,30,4.15,,
195,55,3.5,,
195,56,4,,
195,5,3.6,,
195,3,3.81,,
195,18,4,,
195,42,8.56,,
195,17,3.21,,
195,24,3.3,,
195,24,3.3,,
195,62,2.65,,
195,57,3.31,,
195,67,7,,
195,68,7,,
196,28,4.15,,
196,37,4.15,,
196,30,4.15,,
196,55,3.5,,
196,56,4,,
196,5,3.6,,
196,3,3.81,,
196,18,4,,
196,20,6,,
196,61,3.31,,
196,49,7,,
196,1,3,,
196,31,7,,
196,17,3.21,,
196,24,3.3,,
196,24,3.3,,
196,62,2.65,,
196,57,3.31,,
196,67,7,,
196,68,7,,
197,28,4.15,,
197,37,4.15,,
197,30,4.15,,
197,55,3.5,,
197,56,4,,
197,5,3.6,,
197,3,6.09,,
197,18,4,,
197,20,6,,
197,31,7,,
197,17,3.21,,
197,24,3.3,,
197,24,3.3,,
197,62,2.65,,
197,57,3.31,,
197,67,7,,
197,68,7,,
198,28,4.15,,
198,37,4.15,,
198,30,4.15,,
198,55,3.5,,
198,56,4,,
198,5,3.6,,
198,3,3.81,,
198,18,4,,
198,20,6,,
198,49,7,,
198,31,7,,
198,17,3.21,,
198,24,3.3,,
198,24,3.3,,
198,62,2.65,,
198,57,3.31,,
198,67,7,,
198,68,7,,
199,28,4.15,,
199,37,4.15,,
199,30,4.15,,
199,55,3.5,,
199,56,4,,
199,5,3.6,,
199,3,3.81,,
199,18,4,,
199,20,6,,
199,31,7,,
199,17,3.21,,
199,24,3.3,,
199,24,3.3,,
199,62,2.65,,
199,57,3.31,,
199,67,7,,
199,68,7,,
200,28,4.15,,
200,37,4.15,,
200,30,4.15,,
200,55,3.5,,
200,56,4,,
200,5,3.6,,
200,3,3.81,,
200,18,4,,
200,20,6,,
200,31,7,,
200,17,3.21,,
200,24,3.3,,
200,24,3.3,,
200,62,2.65,,
200,57,3.31,,
200,67,7,,
200,68,7,,
201,28,4.15,,
201,37,4.15,,
201,30,4.15,,
201,55,3.5,,
201,56,4,,
201,5,3.6,,
201,3,3.81,,
201,6,3.5,,
201,18,4,,
201,20,6,,
201,31,7,,
201,17,3.21,,
201,24,3.3,,
201,24,3.3,,
201,62,2.65,,
201,57,3.31,,
201,67,7,,
201,68,7,,
202,28,4.15,,
202,37,4.15,,
202,30,4.15,,
202,55,3.5,,
202,56,4,,
202,5,3.6,,
202,3,3.81,,
202,21,4.55,,
202,18,4,,
202,20,6,,
202,49,7,,
202,31,7,,
202,17,3.21,,
202,24,3.3,,
202,24,3.3,,
202,62,2.65,,
202,57,3.31,,
202,67,7,,
202,68,7,,
203,28,4.15,,
203,37,4.15,,
203,30,4.15,,
203,55,3.5,,
203,56,4,,
203,5,3.6,,
203,3,3.81,,
203,21,4.55,,
203,18,4,,
203,20,6,,
203,36,7.75,,
203,31,7,,
203,17,3.21,,
203,24,3.3,,
203,24,3.3,,
203,62,2.65,,
203,57,3.31,,
203,67,7,,
203,68,7,,
204,28,4.15,,
204,37,4.15,,
204,30,4.15,,
204,55,3.5,,
204,56,4,,
204,5,3.6,,
204,3,3.81,,
204,21,4.55,,
204,6,3.5,,
204,18,4,,
204,20,6,,
204,31,7,,
204,17,3.21,,
204,24,3.3,,
204,24,3.3,,
204,62,2.65,,
204,57,3.31,,
204,67,7,,
204,68,7,,
205,28,4.15,,
205,37,4.15,,
205,30,4.15,,
205,55,3.5,,
205,56,4,,
205,5,3.6,,
205,3,3.81,,
205,60,4,,
205,21,4.55,,
205,18,4,,
205,20,6,,
205,31,7,,
205,17,3.21,,
205,24,3.3,,
205,24,3.3,,
205,62,2.65,,
205,57,3.31,,
205,67,7,,
205,68,7,,
206,28,4.15,,
206,37,4.15,,
206,30,4.15,,
206,55,3.5,,
206,56,4,,
206,5,3.6,,
206,3,3.81,,
206,18,4,,
206,20,6,,
206,31,7,,
206,17,3.21,,
206,24,3.3,,
206,24,3.3,,
206,62,2.65,,
206,57,3.31,,
206,67,7,,
206,68,7,,
207,28,4.15,,
207,37,4.15,,
207,30,4.15,,
207,55,3.5,,
207,56,4,,
207,5,3.6,,
207,3,3.81,,
207,21,4.55,,
207,18,4,,
207,20,6,,
207,31,7,,
207,17,3.21,,
207,24,3.3,,
207,24,3.3,,
207,62,2.65,,
207,57,3.31,,
207,67,7,,
207,68,7,,
208,28,4.15,,
208,37,4.15,,
208,30,4.15,,
208,55,3.5,,
208,56,4,,
208,5,3.6,,
208,3,3.81,,
208,21,4.55,,
208,18,4,,
208,20,6,,
208,61,3.31,,
208,49,7,,
208,31,7,,
208,17,3.21,,
208,24,3.3,,
208,24,3.3,,
208,62,2.65,,
208,57,3.31,,
208,67,7,,
208,68,7,,
209,28,4.15,,
209,37,4.15,,
209,30,4.15,,
209,55,3.5,,
209,56,4,,
209,5,3.6,,
209,3,3.81,,
209,18,4,,
209,20,6,,
209,31,7,,
209,17,3.21,,
209,24,3.3,,
209,24,3.3,,
209,62,2.65,,
209,67,7,,
209,68,7,,
210,28,4.15,,
210,37,4.15,,
210,30,4.15,,
210,55,3.5,,
210,56,4,,
210,5,3.6,,
210,3,3.81,,
210,21,4.55,,
210,20,6,,
210,49,7,,
210,31,7,,
210,17,3.21,,
210,24,3.3,,
210,24,3.3,,
210,62,2.65,,
210,57,3.31,,
210,67,7,,
210,68,7,,
211,28,4.15,,
211,37,4.15,,
211,30,4.15,,
211,55,3.5,,
211,56,4,,
211,5,3.6,,
211,3,3.81,,
211,21,4.55,,
211,18,4,,
211,20,6,,
211,49,7,,
211,31,7,,
211,17,3.21,,
211,24,3.3,,
211,24,3.3,,
211,62,2.65,,
211,57,3.31,,
211,67,7,,
211,68,7,,
212,28,4.15,,
212,37,4.15,,
212,30,4.15,,
212,55,3.5,,
212,56,4,,
212,5,3.6,,
212,3,3.81,,
212,21,4.55,,
212,18,4,,
212,20,6,,
212,61,3.31,,
212,49,7,,
212,31,7,,
212,17,3.21,,
212,24,3.3,,
212,24,3.3,,
212,62,2.65,,
212,57,3.31,,
212,67,7,,
212,68,7,,
213,28,4.15,,
213,37,4.15,,
213,30,4.15,,
213,55,3.5,,
213,56,3.5,,
213,5,3.6,,
213,3,3.81,,
213,60,4,,
213,21,4.55,,
213,18,4,,
213,20,6,,
213,31,7,,
213,17,3.21,,
213,24,3.3,,
213,24,3.3,,
213,62,2.65,,
213,57,3.31,,
213,67,7,,
213,68,7,,
214,28,4.15,,
214,37,4.15,,
214,30,4.15,,
214,55,3.5,,
214,56,4,,
214,5,3.6,,
214,3,3.81,,
214,21,4.55,,
214,18,4,,
214,20,6,,
214,31,7,,
214,17,3.21,,
214,24,3.3,,
214,24,3.3,,
214,62,2.65,,
214,57,3.31,,
214,67,7,,
214,68,7,,
215,28,4.15,,
215,37,4.15,,
215,30,4.15,,
215,55,3.5,,
215,56,4,,
215,5,3.6,,
215,3,3.81,,
215,21,4.55,,
215,18,4,,
215,20,6,,
215,31,7,,
215,17,3.21,,
215,24,3.3,,
215,24,3.3,,
215,62,2.65,,
215,57,3.31,,
215,67,7,,
215,68,7,,
216,28,4.15,,
216,37,4.15,,
216,30,4.15,,
216,55,3.5,,
216,56,4,,
216,5,3.6,,
216,3,3.81,,
216,21,4.55,,
216,18,4,,
216,20,6,,
216,49,7,,
216,31,7,,
216,17,3.21,,
216,24,3.3,,
216,24,3.3,,
216,62,2.65,,
216,40,5.86,,
216,57,3.31,,
216,67,7,,
216,68,7,,
217,28,4.15,,
217,37,4.15,,
217,30,4.15,,
217,55,3.5,,
217,5,3.6,,
217,3,3.81,,
217,21,4.55,,
217,20,6,,
217,31,7,,
217,17,3.21,,
217,24,3.3,,
217,24,3.3,,
217,62,2.65,,
217,57,3.31,,
217,67,7,,
217,68,7,,
218,28,4.15,,
218,37,4.15,,
218,30,4.15,,
218,55,3.5,,
218,56,4,,
218,5,3.6,,
218,3,3.81,,
218,18,4,,
218,20,6,,
218,31,7,,
218,17,3.21,,
218,24,3.3,,
218,24,3.3,,
218,62,2.65,,
218,57,3.31,,
218,67,7,,
218,68,7,,
219,28,4.15,,
219,37,4.15,,
219,30,4.15,,
219,55,3.5,,
219,56,4,,
219,5,3.6,,
219,3,3.81,,
219,18,4,,
219,20,6,,
219,49,7,,
219,31,7,,
219,17,3.21,,
219,24,3.3,,
219,24,3.3,,
219,62,2.65,,
219,57,3.31,,
219,67,7,,
219,68,7,,
220,28,4.15,,
220,37,4.15,,
220,30,4.15,,
220,55,3.5,,
220,56,4,,
220,5,3.6,,
220,3,3.81,,
220,18,4,,
220,20,6,,
220,49,7,,
220,31,7,,
220,17,3.21,,
220,24,3.3,,
220,24,3.3,,
220,62,2.65,,
220,57,3.31,,
220,67,7,,
220,68,7,,
221,28,4.15,,
221,37,4.15,,
221,30,4.15,,
221,55,3.5,,
221,56,4,,
221,5,3.6,,
221,3,3.81,,
221,60,4,,
221,21,4.55,,
221,18,4,,
221,20,6,,
221,61,3.31,,
221,49,7,,
221,31,7,,
221,17,3.21,,
221,24,3.3,,
221,24,3.3,,
221,62,2.65,,
221,57,3.31,,
221,67,7,,
221,68,7,,
222,28,4.15,,
222,37,4.15,,
222,30,4.15,,
222,55,3.5,,
222,56,4,,
222,5,3.6,,
222,3,3.81,,
222,18,4,,
222,20,6,,
222,31,7,,
222,17,3.21,,
222,24,3.3,,
222,24,3.3,,
222,62,2.65,,
222,57,3.31,,
222,67,7,,
222,68,7,,
223,28,4.15,,
223,37,4.15,,
223,30,4.15,,
223,55,3.5,,
223,56,4,,
223,5,3.6,,
223,3,3.81,,
223,18,4,,
223,20,6,,
223,31,7,,
223,17,3.21,,
223,24,3.3,,
223,24,3.3,,
223,62,2.65,,
223,57,3.31,,
223,67,7,,
223,68,7,,
224,28,6.4,,
224,37,6.4,,
224,30,6.4,,
224,55,3.5,,
224,56,4,,
224,5,3.6,,
224,3,3.81,,
224,18,4,,
224,31,7,,
224,17,3.21,,
224,24,3.3,,
224,24,3.3,,
224,62,2.65,,
224,57,3.31,,
224,67,7,,
224,68,7,,
225,28,4.15,,
225,37,4.15,,
225,30,4.15,,
225,5,3.6,,
225,3,3.81,,
225,21,4.55,,
225,18,4,,
225,20,6,,
225,61,3.31,,
225,49,7,,
225,31,7,,
225,17,3.21,,
225,24,3.3,,
225,24,3.3,,
225,62,2.65,,
225,57,3.31,,
225,67,7,,
225,68,7,,
226,28,5.22,,
226,37,5.22,,
226,30,5.22,,
226,55,4,,
226,5,3.6,,
226,3,4.49,,
226,63,3.1,,
226,21,5.7,,
226,18,4,,
226,20,8,,
226,61,3.99,,
226,11,3.54,,
226,7,3.54,,
226,17,3.89,,
226,24,3.3,,
226,24,3.3,,
226,62,3.17,,
226,57,3.99,,
226,67,7,,
226,68,7,,
227,28,5.33,,
227,37,5.33,,
227,30,5.33,,
227,55,4,,
227,5,3.6,,
227,3,4.59,,
227,63,3.1,,
227,18,4,,
227,20,8,,
227,11,3.64,,
227,7,3.64,,
227,17,3.99,,
227,24,3.3,,
227,24,3.3,,
227,62,2.94,,
227,57,4.09,,
227,67,7,,
227,68,7,,
228,28,5.22,,
228,37,5.22,,
228,30,5.22,,
228,55,4,,
228,5,3.6,,
228,3,4.49,,
228,18,4,,
228,20,8,,
228,17,3.89,,
228,24,3.3,,
228,24,3.3,,
228,62,2.84,,
228,57,3.99,,
228,67,7,,
228,68,7,,
229,28,5.56,,
229,37,5.56,,
229,30,5.56,,
229,55,4,,
229,5,3.6,,
229,3,4.75,,
229,63,3.1,,
229,18,4,,
229,20,8,,
229,17,4.15,,
229,24,3.3,,
229,24,3.3,,
229,62,3.13,,
229,57,4.25,,
229,67,7,,
229,68,7,,
230,28,4.15,,
230,37,4.15,,
230,30,4.15,,
230,55,3.5,,
230,5,3.6,,
230,3,3.81,,
230,18,4,,
230,61,3.31,,
230,31,7,,
230,17,3.21,,
230,24,3.3,,
230,24,3.3,,
230,62,2.8,,
230,57,3.31,,
230,67,7,,
230,68,7,,
231,28,4.15,,
231,37,4.15,,
231,30,4.15,,
231,55,3.5,,
231,56,6,,
231,5,3.6,,
231,3,3.81,,
231,63,3.1,,
231,18,4,,
231,20,8,,
231,61,3.31,,
231,11,2.86,,
231,7,2.86,,
231,17,3.21,,
231,24,3.3,,
231,24,3.3,,
231,62,2.65,,
231,57,3.31,,
231,67,7,,
231,68,7,,
232,28,5.45,,
232,37,5.45,,
232,30,5.45,,
232,55,4,,
232,5,3.6,,
232,3,4.69,,
232,18,4,,
232,20,8,,
232,17,4.09,,
232,24,3.3,,
232,24,3.3,,
232,62,3.88,,
232,57,4.19,,
232,67,7,,
232,68,7,,
233,28,5.94,,
233,37,5.94,,
233,30,5.94,,
233,55,4,,
233,5,3.6,,
233,3,5.16,,
233,61,4.66,,
233,17,4.56,,
233,24,3.3,,
233,24,3.3,,
233,62,4.31,,
233,57,4.66,,
233,67,7,,
233,68,7,,
234,28,5.51,,
234,37,5.51,,
234,30,5.51,,
234,55,4,,
234,5,3.6,,
234,3,4.75,,
234,17,4.15,,
234,24,3.3,,
234,24,3.3,,
234,62,3.93,,
234,57,4.25,,
234,67,7,,
234,68,7,,
235,28,5.78,,
235,37,5.78,,
235,30,5.78,,
235,55,4,,
235,5,3.6,,
235,3,4.95,,
235,17,4.35,,
235,24,3.3,,
235,24,3.3,,
235,62,3.93,,
235,57,4.45,,
235,67,7,,
235,68,7,,
236,28,5.22,,
236,37,5.22,,
236,30,5.22,,
236,55,4,,
236,5,3.6,,
236,3,4.49,,
236,18,4,,
236,20,8,,
236,61,3.99,,
236,17,3.89,,
236,24,3.3,,
236,24,3.3,,
236,62,3.69,,
236,57,3.99,,
236,67,7,,
236,68,7,,
237,28,4.31,,
237,37,4.31,,
237,30,4.31,,
237,55,4,,
237,5,3.6,,
237,3,4.18,,
237,63,3.1,,
237,21,5.18,,
237,18,4,,
237,20,8,,
237,61,3.68,,
237,11,3.22,,
237,7,3.22,,
237,17,3.58,,
237,24,3.3,,
237,24,3.3,,
237,62,3.41,,
237,57,3.68,,
237,67,7,,
237,68,7,,
238,28,4.7,,
238,37,4.7,,
238,30,4.7,,
238,55,4,,
238,5,3.6,,
238,3,4.49,,
238,63,3.1,,
238,18,4,,
238,20,8,,
238,17,3.89,,
238,24,3.3,,
238,24,3.3,,
238,62,3.69,,
238,57,3.99,,
238,51,6.77,,
238,67,7,,
238,68,7,,
239,28,4.7,,
239,37,4.7,,
239,30,4.7,,
239,55,4,,
239,5,3.6,,
239,3,4.49,,
239,61,3.99,,
239,17,3.89,,
239,24,3.3,,
239,24,3.3,,
239,62,3.69,,
239,57,3.99,,
239,67,7,,
239,68,7,,
240,28,4.65,,
240,37,4.65,,
240,30,4.65,,
240,55,4,,
240,5,3.6,,
240,3,3.97,,
240,63,3.1,,
240,18,4,,
240,20,8,,
240,61,3.47,,
240,1,3,,
240,17,3.37,,
240,24,3.3,,
240,24,3.3,,
240,62,2.65,,
240,57,3.47,,
240,67,7,,
240,68,7,,
241,28,4.89,,
241,37,4.89,,
241,30,4.89,,
241,55,4,,
241,5,3.6,,
241,3,4.18,,
241,18,4,,
241,20,8,,
241,61,3.68,,
241,17,3.58,,
241,24,3.3,,
241,24,3.3,,
241,62,2.84,,
241,57,3.68,,
241,67,7,,
241,68,7,,
242,28,4.15,,
242,37,4.15,,
242,30,4.15,,
242,55,3.5,,
242,5,3.6,,
242,3,3.81,,
242,63,3.1,,
242,21,4.55,,
242,18,4,,
242,20,8,,
242,61,3.31,,
242,11,3.25,,
242,7,3.25,,
242,17,3.21,,
242,24,3.3,,
242,24,3.3,,
242,62,2.65,,
242,57,3.31,,
242,67,7,,
242,68,7,,
243,28,4.43,,
243,37,4.43,,
243,30,4.43,,
243,55,4,,
243,5,3.6,,
243,3,3.81,,
